VNUM	LOCALE_NAME
6007	Hwagoe
6008	Yemgoe
6009	Yelgoe
6051	Szel de Fogo
6091	Yamacheon
6101	Cristal da Geada
6102	Besouro da Geada
6103	Homem da Geada
6104	Yeti da Geada
6105	Golem da Geada
6106	Troll da Geada
6107	Sabio da Geada
6108	General da Geada
6109	Deus da Geada
6151	Szel de Gelo
6191	Nemere de Gelo
7001	Macaco Soldado Insano
7002	Macaco Lançador Insano
7003	Macaco Lutador Insano
7004	Macaco General Insano
7005	Macaco de Pedra Insano
7006	Homem Macaco
7007	Homem Macaco Chefe
7008	Gigante Operario Jr
7009	Gigante Supervisor Jr
7010	Gigante Gladiador Jr
7012	Olho Destruidor Mau
7013	Escorpiao Mau
7014	Homem Escorpiao Mau
7015	Escorpiao Arqueiro Mau
7016	Cobra Soldado Mau
7017	Cobra Arqueira Ma
7018	Noname
7019	Pantera Ma Infernal
7020	Fantasma Flamejante Mau
7021	Pantera Ma Demoniaca
7022	Guardiao Mau Infernal
7023	Soldado Mau Flamejante
7024	Árvore Fantasma Ma
7025	Tronco Fantasma Roxo
7026	Driade Ma
7027	Noname
7028	Árvore Rancorosa
7029	Pilar de Gelo
7030	Orca do Gelo
7031	Besouro do Gelo
7032	Leao do Gelo
7033	Homem do Gelo
7034	Yeti
7035	Golem de Gelo
7036	Pilar de Gelo
7037	Orca do Gelo
7038	Besouro do Gelo
7039	Leao do Gelo
7040	Homem do Gelo
7041	Yeti
7042	Golem de Gelo
7043	Pilar de Gelo
7044	Orca do Gelo
7045	Besouro do Gelo
7046	Leao do Gelo
7047	Homem do Gelo
7048	Yeti
7049	Golem de Gelo
7050	Olho Destruidor
7051	Escorpiao
7052	Escorpiao Soldado
7053	Escorpiao Arqueiro
7054	Cobra Soldado
7055	Cobra Arqueira
7056	Bandido do Deserto
7057	Olho Destruidor
7058	Escorpiao
7059	Escorpiao Soldado
7060	Escorpiao Arqueiro
7061	Cobra Soldado
7062	Cobra Arqueira
7063	Bandido do Deserto
7064	Olho Destruidor
7065	Escorpiao
7066	Escorpiao Soldado
7067	Escorpiao Arqueiro
7068	Cobra Soldado
7069	Cobra Arqueira
7070	Bandido do Deserto
7071	Pantera Infernal
7072	Fantasma Flamejante
7073	Pantera Ma Demoniaca
7074	Guardiao Infernal
7075	Soldado Flamejante
7076	Pantera Infernal
7077	Fantasma Flamejante
7078	Pantera Ma Demoniaca
7079	Guardiao Infernal
7080	Soldado Flamejante
7081	Pantera Infernal
7082	Fantasma Flamejante
7083	Pantera Ma Demoniaca
7084	Guardiao Infernal
7085	Soldado Flamejante
7086	Tronco Fantasma
7087	Driade
7088	Salgueiro Fantasma
7089	Árvore Maligna
7090	Tronco Fantasma
7091	Driade
7092	Salgueiro Fantasma
7093	Árvore Maligna
7094	Tronco Fantasma
7095	Driade
7096	Salgueiro Fantasma
8001	Metin do Sofrimento
8002	Metin do Combate
8003	Metin da Batalha
8004	Metin da Ganância
8005	Metin das Trevas
8006	Metin da Escuridao
8007	Metin da Inveja
8008	Metin da Alma
8009	Metin das Sombras
8010	Metin da Resistência
8011	Metin do Demonio
8012	Metin da Queda
8013	Metin da Morte
8014	Metin da Mutilaçao
8015	Metin da Resistência
8016	Metin do Demonio
8017	Metin da Queda
8018	Metin da Morte
8019	Metin da Mutilaçao
8020	Pedra de Shinsu
8021	Pedra de Jinno
8022	Pedra de Chonjo
8023	Pedra do Reino
8024	Pedra do Vento
8025	Pedra do Mal
8026	Pedra da Visibilidade
8027	Pedra do Trovao
8031	Metin da Defesa
8032	Metin do Ataque
8033	Metin Regeneradora
8034	Metin Vital
8035	Metin da Redenção
8036	Metin da Traição
8037	Metin do Ressentimento
8038	Metin Demoniaca Real
8039	Metin do Orgulho
8040	Metin da Malevolência
8041	Metin de Chocolate
8042	Metin de Chocolate
8043	Metin de Chocolate
8044	Metin de Chocolate
8045	Metin de Chocolate
8046	Metin de Chocolate
8047	Metin de Chocolate
8048	Metin de Chocolate
8049	Metin de Chocolate
8050	Metin de Chocolate
8051	Metin da Tristeza
8052	Metin das Chamas
8053	Metin da Vaidade
8054	Metin da Ira
8055	Metin da Calamidade
8056	Metin da Maldade
8057	Metin da Indolência
8058	Metin do Frio
8101	Metin do Sofrimento
8102	Metin do Combate
8103	Metin da Batalha
8104	Metin da Ganância
8105	Metin das Trevas
8106	Metin da Escuridao
8107	Metin da Inveja
8108	Metin da Alma
8109	Metin Das Sombras
8110	Metin da Resistência
8111	Metin do Demonio
8112	Metin da Queda
8113	Metin da Morte
8114	Metin da Mutilaçao
8501	Cao Selvagem
8502	Javali Selvagem
8503	Urso
8504	Tigre Branco
8505	Orc Negro Gigante Bravo
8506	Sapo Lider
8507	Bandido do Deserto
8508	Fanatico Torturador
8509	Fanatico Evocador
8510	Soldado Flamejante
8511	Golem de Gelo
8600	Grande Chefe dos Orcs
8601	Grande Chefe dos Orcs
8602	Chefe Fanatico
8603	Chefe Fanatico
8604	Rei Demonio Roxo
8605	Rei Demonio Roxo
8606	Ceifadora da Morte
8607	Ceifadora da Morte
8608	Nove Caudas
8609	Nove Caudas
8610	Lider Tigre
8611	Lider Tigre
8612	Aranha Rainha
8613	Aranha Rainha
8614	Tartaruga de Pedra
8615	Tartaruga de Pedra
9001	Armeiro
9002	Armoreiro
9003	Vendedora
9004	Mieh o Ajudante
9005	Dono do Armazem
9006	Senhora do Casamento
9007	NPC Especial
9008	Armoreiro
9009	Pescador
9010	Hejon a Vendedora
9011	Hana a Casamenteira
9012	Teleportador
10001	Vila_Jayang 4002 8995
10002	Centro_Shinsu 4503 9050
10003	Vila_Bokujong 1118 2161
10004	Centro_Chonjo 876 2131
10005	Vila_Bakura 9064 2214
10006	Centro_Jinno 9372 2188
10007	Centro_Shinsu 4188 9560
10008	Vila_Jayang 3179 8332
10009	Centro_Chonjo 897 1127
10010	Vila_Bokujong 1759 2210
10011	Centro_Jinno 9343 3143
10012	Vila_Bakura 8348 2926
10013	Templo_Miokio 5536 1441
10014	Vale_Suryong 3326 7468
10015	Deserto_Yonbi 3467 6329
10016	Gruta_Gomi 600 4960
10017	Templo_Miokio 5906 1102
10018	Torre_Sakita 2165 7270
10019	Vila_Jayang 3211 9009
10020	Forte_Jurang 1356 43
10021	Vila_Bokujong 1168 2920
10022	Forte_Waryon 2219 93
10023	Vila_Bakura 9098 2948
10024	Forte_Imura 2718 130
10025	Montanha_Sohan 4993 2984
10026	Floresta_Gwimok 2887 57
10027	Floresta_Gwimok 2866 437
10028	Floresta_Jokui 11199 708
10029	Deserto_Sawan 10590 7262
10030	Deserto_Yonbi 3519 6223
10031	Deserto_Sawan 10594 7525
10032	Sawang 8283 7635
10033	Gruta_Chun N1 10594 7525
10034	Gruta_Chun N2 10594 7525
10035	Gruta_Gomi 917 5253
10036	Subsolo_Gomi 7041 4642
10037	Vila_Jayang 3809 8233
10038	CasteloShinsu 9752 1330
10039	Vila_Bokujong 1917 2900
10040	CasteloJinno 9239 1836
10041	Vila_Bakura 8316 2154
10042	CasteloChonjo 9772 1850
10043	Montanha_Sohan 3819 2969
10044	CasteloShinsu 10189 1484
10045	Montanha_Sohan 3819 2969
10046	CasteloShinsu 9774 1501
10047	Vale_Suryong 2699 6752
10048	CasteloJinno 9679 1994
10049	Vale_Suryong 2699 6752
10050	CasteloJinno 9256 2012
10051	Deserto_Yonbi 3478 6189
10052	CasteloChonjo 9780 1995
10053	Deserto_Yonbi 3478 6189
10054	CasteloChonjo 10190 2002
10055	Campo_Doyama 6011 6874
10056	Montanha_Sohan 4368 2158
10057	Vale_Suryong 3355 7558
10058	Templo_Miokio 5943 1337
10059	Montanha_Sohan 0 10496
10060	Templo_Miokio 1536 10496
10061	Campo_Doyama 4608 10496
10062	Vale_Suryong 6144 10496
10063	Floresta_Gwimok 3031 266
10064	Floresta_Jokui 11133 534
10065	Mata_Shinkui 7754 10553
10066	Mata_Shinjoku 9915 11195
10067	Gruta_Hasondon 7752 4477
10068	Vila_Jayang 4062 8756
10069	Gruta_Hasondon 8520 4477
10070	Vila_Bokujong 1611 2130
10071	Gruta_Hasondon 9288 4477
10072	Vila_Bakura 8727 2100
10073	Deserto_Yonbi 3061 6202
10074	Gruta_Junsun 1352 6532
10075	Deserto_Yonbi 2879 5407
10076	Gruta_Sundon 1352 7300
10077	Gruta_Chun_N1 9 12078
10078	Vale_Suryong 2842 8106
10079	Gruta_Chun_N1 1459 13236
10080	Gruta_Chun_N2 2413 12755
10081	Gruta_Chun_N1 99 13618
10082	Centro_Shinsu 5028 9998
10083	Gruta_Chun_N1 1360 14972
10084	Gruta_Chun_N2 2414 14289
10085	Gruta_Chun_N1 99 15154
10086	Centro_Chonjo 616 1148
10087	Gruta_Chun_N1 1360 16508
10088	Gruta_Chun_N2 2414 15825
10089	Gruta_Chun_N1 99 16690
10090	Centro_Jinno 9609 3188
10091	Gruta_Chun_N1 1360 18044
10092	Gruta_Chun_N2 2414 17361
10093	Portao do Dragao 1731 12
10094	Portao do Dragao 1733 13
10095	Portao do Dragao 1728 15
10096	Portao do Dragao 1724 16
10097	Gruta_Gomi_N2 7040 5235
10098	Gruta_Gomi_N3 984 5711
10099	Peninsula 11043 17885
10100	Peninsula 10963 16744
10101	Nephrite 10869 16558
10102	Peninsula 11664 16779
10103	Trovao 11345 16546
10104	Trovao 11921 16550
10105	Gautama 12263 16811
10501	. 345 361
10502	. 106 547
10503	. 75 368
10504	. 89 746
10505	. 520 352
10506	. 541 45
10507	. 211 109
10508	. 615 49
10509	. 284 705
10510	. 145 310
10511	. 553 285
10512	. 487 274
10513	. 626 291
10514	. 285 569
10515	. 80 303
10516	. 315 238
10517	. 416 272
10518	. 72 498
10519	. 215 495
10520	. 523 415
10521	. 72 498
10522	. 518 480
10523	. 583 379
10524	. 459 558
10601	. 345 361
10602	. 520 352
10603	. 487 274
10604	. 75 368
10605	. 211 109
10606	. 215 495
10607	. 315 238
10608	. 520 352
10609	. 284 705
10610	. 145 310
10611	. 416 272
10612	. 80 303
10613	. 72 498
10614	. 106 547
10615	. 523 415
10616	. 541 45
10617	. 72 121
10618	. 518 480
10619	. 89 746
10620	. 285 569
10621	. 615 49
10622	. 72 498
10623	. 583 379
10624	. 459 558
10625	. 609 553
10626	. 594 338
10701	. 75 368
10702	. 541 45
10703	. 615 49
10704	. 284 705
10705	. 520 352
10706	. 553 285
10707	. 145 310
10708	. 345 361
10709	. 523 415
10710	. 72 498
10711	. 626 291
10712	. 487 274
10713	. 72 498
10714	. 106 547
10715	. 518 480
10716	. 285 569
10717	. 80 303
10718	. 211 109
10719	. 416 272
10720	. 215 495
10721	. 315 238
10722	. 89 746
10723	. 583 379
10724	. 459 558
10725	. 609 553
10726	. 594 338
10801	. 70 578
10802	. 69 668
10803	. 132 664
10804	. 184 566
10805	. 285 567
10806	. 272 636
10807	. 191 667
10808	. 345 563
10809	. 400 570
10810	. 68 806
10811	. 140 811
10812	. 189 722
10813	. 274 722
10814	.233 780
10815	. 318 780
10816	. 273 833
10817	. 359 717
10818	. 410 712
10819	. 372 776
10820	. 354 840
10821	. 366 817
10822	. 420 841
10823	. 94 846
10824	. 63 864
10825	. 131 866
10826	. 59 920
10827	. 91 940
10828	. 135 919
10829	. 194 870
10830	. 243 862
10831	. 312 861
10832	. 373 893
10833	. 406 880
10834	. 422 935
10835	. 500 807
11000	Guarda da Praça
11001	Arqueiro da Praça
11002	Guarda da Praça
11003	Arqueiro da Praça
11004	Guarda da Praça
11005	Arqueiro da Praça
11100	Guarda da Praça
11101	Arqueiro da Praça
11102	Guarda da Praça
11103	Arqueiro da Praça
11104	Guarda da Praça
11105	Arqueiro da Praça
11106	Guarda Bravo
11107	Arqueiro Bravo
11108	Guarda Bravo
11109	Arqueiro Bravo
11110	Guarda Bravo
11111	Arqueiro Bravo
11112	Guarda Furioso
11113	Arqueiro Furioso
11114	Guarda Furioso
11115	Arqueiro Furioso
11116	Guarda Furioso
11117	Arqueiro Furioso
11505	Sapo de ouro
11506	Tocha
11507	Tocha
11508	Tocha
11509	Tocha
11510	Tocha
12000	Fogueira
13000	Portal de Madeira
13001	Portal de Pedra
14000	Oficina
14001	Oficina
14002	Oficina
14003	Oficina
14004	Oficina
14005	Oficina
14006	Oficina
14007	Oficina
14008	Oficina
14009	Oficina
14010	Altar
14011	Altar
14012	Altar
14013	Altar
14014	Altar
14015	Altar
14016	Altar
14017	Altar
14018	Altar
14019	Altar
14020	Quartel General
14021	Quartel General
14022	Quartel General
14023	Quartel General
14024	Quartel General
14025	Quartel General
14026	Quartel General
14027	Quartel General
14028	Quartel General
14029	Quartel General
14030	Campo de Treinamento
14031	Campo de Treinamento
14032	Campo de Treinamento
14033	Campo de Treinamento
14034	Campo de Treinamento
14035	Campo de Treinamento
14036	Campo de Treinamento
14037	Campo de Treinamento
14038	Campo de Treinamento
14039	Campo de Treinamento
14040	Fornalha
14041	Fornalha
14042	Fornalha
14043	Fornalha
14044	Fornalha
14045	Fornalha
14046	Fornalha
14047	Fornalha
14048	Fornalha
14049	Fornalha
20001	Alquimista
20002	Aranyo
20003	Ayu
20004	Mendigo
20005	Yonah
20006	Mirine
20007	Dono do Armazem
20008	Okio
20009	Velho
20010	Vendedor Ambulante
20011	Uriel o Sabio
20012	Yuran
20013	Pescador
20014	Teuran
20015	Lenhador
20016	Ferreiro
20017	Yuhwan
20018	Baek Go
20019	Yanshin
20020	Balso o Traidor
20021	Ariyoung
20022	Huanso
20023	Soon - Skill P
20024	Yuharan
20025	.
20026	Ojiryu
20027	Guilaso
20028	Irmao de Mirine
20029	Ponei
20030	Cavalo
20031	Papai Noel
20032	Árvore de Natal
20033	Árvore de Natal
20034	Árvore de Natal
20035	Bandeira
20036	Bandeira
20037	Bandeira
20038	..
20039	.
20040	Corretor de Terras
20041	Maltrapilho
20042	Caixeiro Viajante
20043	.
20044	Chorbu O Armeiro
20045	Chorya O Armoreiro
20046	Chorjan O Artesao
20047	Jazida de Diamante
20048	Jazida de Âmbar
20049	Jazida de Fóssil
20050	Jazida de Cobre
20051	Jazida de Prata
20052	Jazida de Ouro
20053	Jazida de Jade
20054	Jazida de ebano
20055	Pilha de Conchas
20056	Jazida de Ouro Branco
20057	Jazida de Cristal
20058	Jazida de Ametista
