VNUM	LOCALE_NAME
1140	Faca Dentes Serrados+0
1141	Faca Dentes Serrados+1
1142	Faca Dentes Serrados+2
1143	Faca Dentes Serrados+3
1144	Faca Dentes Serrados+4
1145	Faca Dentes Serrados+5
1146	Faca Dentes Serrados+6
1147	Faca Dentes Serrados+7
1148	Faca Dentes Serrados+8
1149	Faca Dentes Serrados+9
1150	Faca Raio Solar+0
1151	Faca Raio Solar+1
1152	Faca Raio Solar+2
1153	Faca Raio Solar+3
1154	Faca Raio Solar+4
1155	Faca Raio Solar+5
1156	Faca Raio Solar+6
1157	Faca Raio Solar+7
1158	Faca Raio Solar+8
1159	Faca Raio Solar+9
1160	Faca do Riacho+0
1161	Faca do Riacho+1
1162	Faca do Riacho+2
1163	Faca do Riacho+3
1164	Faca do Riacho+4
1165	Faca do Riacho+5
1166	Faca do Riacho+6
1167	Faca do Riacho+7
1168	Faca do Riacho+8
1169	Faca do Riacho+9
1170	Punhal da Folha Negra+0
1171	Punhal da Folha Negra+1
1172	Punhal da Folha Negra+2
1173	Punhal da Folha Negra+3
1174	Punhal da Folha Negra+4
1175	Punhal da Folha Negra+5
1176	Punhal da Folha Negra+6
1177	Punhal da Folha Negra+7
1178	Punhal da Folha Negra+8
1179	Punhal da Folha Negra+9
1340	Lâmina Cinco Elementos+0
1341	Lâmina Cinco Elementos+1
1342	Lâmina Cinco Elementos+2
1343	Lâmina Cinco Elementos+3
1344	Lâmina Cinco Elementos+4
1345	Lâmina Cinco Elementos+5
1346	Lâmina Cinco Elementos+6
1347	Lâmina Cinco Elementos+7
1348	Lâmina Cinco Elementos+8
1349	Lâmina Cinco Elementos+9
2000	Arco+0
2001	Arco+1
2002	Arco+2
2003	Arco+3
2004	Arco+4
2005	Arco+5
2006	Arco+6
2007	Arco+7
2008	Arco+8
2009	Arco+9
2010	Arco Flamejante+0
2011	Arco Flamejante+1
2012	Arco Flamejante+2
2013	Arco Flamejante+3
2014	Arco Flamejante+4
2015	Arco Flamejante+5
2016	Arco Flamejante+6
2017	Arco Flamejante+7
2018	Arco Flamejante+8
2019	Arco Flamejante+9
2020	Arco Composto+0
2021	Arco Composto+1
2022	Arco Composto+2
2023	Arco Composto+3
2024	Arco Composto+4
2025	Arco Composto+5
2026	Arco Composto+6
2027	Arco Composto+7
2028	Arco Composto+8
2029	Arco Composto+9
2030	Arco de Batalha+0
2031	Arco de Batalha+1
2032	Arco de Batalha+2
2033	Arco de Batalha+3
2034	Arco de Batalha+4
2035	Arco de Batalha+5
2036	Arco de Batalha+6
2037	Arco de Batalha+7
2038	Arco de Batalha+8
2039	Arco de Batalha+9
2040	Arco de Cavalgada+0
2041	Arco de Cavalgada+1
2042	Arco de Cavalgada+2
2043	Arco de Cavalgada+3
2044	Arco de Cavalgada+4
2045	Arco de Cavalgada+5
2046	Arco de Cavalgada+6
2047	Arco de Cavalgada+7
2048	Arco de Cavalgada+8
2049	Arco de Cavalgada+9
2050	Arco Eqüestre Pesado+0
2051	Arco Eqüestre Pesado+1
2052	Arco Eqüestre Pesado+2
2053	Arco Eqüestre Pesado+3
2054	Arco Eqüestre Pesado+4
2055	Arco Eqüestre Pesado+5
2056	Arco Eqüestre Pesado+6
2057	Arco Eqüestre Pesado+7
2058	Arco Eqüestre Pesado+8
2059	Arco Eqüestre Pesado+9
2060	Arco Bronzeado+0
2061	Arco Bronzeado+1
2062	Arco Bronzeado+2
2063	Arco Bronzeado+3
2064	Arco Bronzeado+4
2065	Arco Bronzeado+5
2066	Arco Bronzeado+6
2067	Arco Bronzeado+7
2068	Arco Bronzeado+8
2069	Arco Bronzeado+9
2070	Arco da Ruína Negra+0
2071	Arco da Ruína Negra+1
2072	Arco da Ruína Negra+2
2073	Arco da Ruína Negra+3
2074	Arco da Ruína Negra+4
2075	Arco da Ruína Negra+5
2076	Arco da Ruína Negra+6
2077	Arco da Ruína Negra+7
2078	Arco da Ruína Negra+8
2079	Arco da Ruína Negra+9
2080	Arco Olho Vermelho+0
2081	Arco Olho Vermelho+1
2082	Arco Olho Vermelho+2
2083	Arco Olho Vermelho+3
2084	Arco Olho Vermelho+4
2085	Arco Olho Vermelho+5
2086	Arco Olho Vermelho+6
2087	Arco Olho Vermelho+7
2088	Arco Olho Vermelho+8
2089	Arco Olho Vermelho+9
2090	Arco Espinhoso+0
2091	Arco Espinhoso+1
2092	Arco Espinhoso+2
2093	Arco Espinhoso+3
2094	Arco Espinhoso+4
2095	Arco Espinhoso+5
2096	Arco Espinhoso+6
2097	Arco Espinhoso+7
2098	Arco Espinhoso+8
2099	Arco Espinhoso+9
2100	Arco Chifre de Touro+0
2101	Arco Chifre de Touro+1
2102	Arco Chifre de Touro+2
2103	Arco Chifre de Touro+3
2104	Arco Chifre de Touro+4
2105	Arco Chifre de Touro+5
2106	Arco Chifre de Touro+6
2107	Arco Chifre de Touro+7
2108	Arco Chifre de Touro+8
2109	Arco Chifre de Touro+9
2110	Arco do Unicórnio+0
2111	Arco do Unicórnio+1
2112	Arco do Unicórnio+2
2113	Arco do Unicórnio+3
2114	Arco do Unicórnio+4
2115	Arco do Unicórnio+5
2116	Arco do Unicórnio+6
2117	Arco do Unicórnio+7
2118	Arco do Unicórnio+8
2119	Arco do Unicórnio+9
2120	Arco Asa Gigante+0
2121	Arco Asa Gigante+1
2122	Arco Asa Gigante+2
2123	Arco Asa Gigante+3
2124	Arco Asa Gigante+4
2125	Arco Asa Gigante+5
2126	Arco Asa Gigante+6
2127	Arco Asa Gigante+7
2128	Arco Asa Gigante+8
2129	Arco Asa Gigante+9
2130	Arco Damasco Divino+0
2131	Arco Damasco Divino+1
2132	Arco Damasco Divino+2
2133	Arco Damasco Divino+3
2134	Arco Damasco Divino+4
2135	Arco Damasco Divino+5
2136	Arco Damasco Divino+6
2137	Arco Damasco Divino+7
2138	Arco Damasco Divino+8
2139	Arco Damasco Divino+9
2140	Arco Dragão Amarelo+0
2141	Arco Dragão Amarelo+1
2142	Arco Dragão Amarelo+2
2143	Arco Dragão Amarelo+3
2144	Arco Dragão Amarelo+4
2145	Arco Dragão Amarelo+5
2146	Arco Dragão Amarelo+6
2147	Arco Dragão Amarelo+7
2148	Arco Dragão Amarelo+8
2149	Arco Dragão Amarelo+9
2150	Arco de Chifre+0
2151	Arco de Chifre+1
2152	Arco de Chifre+2
2153	Arco de Chifre+3
2154	Arco de Chifre+4
2155	Arco de Chifre+5
2156	Arco de Chifre+6
2157	Arco de Chifre+7
2158	Arco de Chifre+8
2159	Arco de Chifre+9
2160	Arco da Perfeição+0
2161	Arco da Perfeição+1
2162	Arco da Perfeição+2
2163	Arco da Perfeição+3
2164	Arco da Perfeição+4
2165	Arco da Perfeição+5
2166	Arco da Perfeição+6
2167	Arco da Perfeição+7
2168	Arco da Perfeição+8
2169	Arco da Perfeição+9
2170	Arco Corvo de Aço+0
2171	Arco Corvo de Aço+1
2172	Arco Corvo de Aço+2
2173	Arco Corvo de Aço+3
2174	Arco Corvo de Aço+4
2175	Arco Corvo de Aço+5
2176	Arco Corvo de Aço+6
2177	Arco Corvo de Aço+7
2178	Arco Corvo de Aço+8
2179	Arco Corvo de Aço+9
2180	Arco Dragão Azul+0
2181	Arco Dragão Azul+1
2182	Arco Dragão Azul+2
2183	Arco Dragão Azul+3
2184	Arco Dragão Azul+4
2185	Arco Dragão Azul+5
2186	Arco Dragão Azul+6
2187	Arco Dragão Azul+7
2188	Arco Dragão Azul+8
2189	Arco Dragão Azul+9
2190	Balestra Fantasma+0
2191	Balestra Fantasma+1
2192	Balestra Fantasma+2
2193	Balestra Fantasma+3
2194	Balestra Fantasma+4
2195	Balestra Fantasma+5
2196	Balestra Fantasma+6
2197	Balestra Fantasma+7
2198	Balestra Fantasma+8
2199	Balestra Fantasma+9
2370	Arco da Fênix+0
2371	Arco da Fênix+1
2372	Arco da Fênix+2
2373	Arco da Fênix+3
2374	Arco da Fênix+4
2375	Arco da Fênix+5
2376	Arco da Fênix+6
2377	Arco da Fênix+7
2378	Arco da Fênix+8
2379	Arco da Fênix+9
3000	Gládio+0
3001	Gládio+1
3002	Gládio+2
3003	Gládio+3
3004	Gládio+4
3005	Gládio+5
3006	Gládio+6
3007	Gládio+7
3008	Gládio+8
3009	Gládio+9
3010	Lança+0
3011	Lança+1
3012	Lança+2
3013	Lança+3
3014	Lança+4
3015	Lança+5
3016	Lança+6
3017	Lança+7
3018	Lança+8
3019	Lança+9
3020	Guilhotina+0
3021	Guilhotina+1
3022	Guilhotina+2
3023	Guilhotina+3
3024	Guilhotina+4
3025	Guilhotina+5
3026	Guilhotina+6
3027	Guilhotina+7
3028	Guilhotina+8
3029	Guilhotina+9
3030	Lança Aranha+0
3031	Lança Aranha+1
3032	Lança Aranha+2
3033	Lança Aranha+3
3034	Lança Aranha+4
3035	Lança Aranha+5
3036	Lança Aranha+6
3037	Lança Aranha+7
3038	Lança Aranha+8
3039	Lança Aranha+9
3040	Guisarme+0
3041	Guisarme+1
3042	Guisarme+2
3043	Guisarme+3
3044	Guisarme+4
3045	Guisarme+5
3046	Guisarme+6
3047	Guisarme+7
3048	Guisarme+8
3049	Guisarme+9
3050	Foice de Guerra+0
3051	Foice de Guerra+1
3052	Foice de Guerra+2
3053	Foice de Guerra+3
3054	Foice de Guerra+4
3055	Foice de Guerra+5
3056	Foice de Guerra+6
3057	Foice de Guerra+7
3058	Foice de Guerra+8
3059	Foice de Guerra+9
3060	Alabarda Militar+0
3061	Alabarda Militar+1
3062	Alabarda Militar+2
3063	Alabarda Militar+3
3064	Alabarda Militar+4
3065	Alabarda Militar+5
3066	Alabarda Militar+6
3067	Alabarda Militar+7
3068	Alabarda Militar+8
3069	Alabarda Militar+9
3070	Alabarda+0
3071	Alabarda+1
3072	Alabarda+2
3073	Alabarda+3
3074	Alabarda+4
3075	Alabarda+5
3076	Alabarda+6
3077	Alabarda+7
3078	Alabarda+8
3079	Alabarda+9
3080	Machado Gigante+0
3081	Machado Gigante+1
3082	Machado Gigante+2
3083	Machado Gigante+3
3084	Machado Gigante+4
3085	Machado Gigante+5
3086	Machado Gigante+6
3087	Machado Gigante+7
3088	Machado Gigante+8
3089	Machado Gigante+9
3090	Picador Glacial+0
3091	Picador Glacial+1
3092	Picador Glacial+2
3093	Picador Glacial+3
3094	Picador Glacial+4
3095	Picador Glacial+5
3096	Picador Glacial+6
3097	Picador Glacial+7
3098	Picador Glacial+8
3099	Picador Glacial+9
3100	Doze Espíritos+0
3101	Doze Espíritos+1
3102	Doze Espíritos+2
3103	Doze Espíritos+3
3104	Doze Espíritos+4
3105	Doze Espíritos+5
3106	Doze Espíritos+6
3107	Doze Espíritos+7
3108	Doze Espíritos+8
3109	Doze Espíritos+9
3110	Lâmina da Salvação+0
3111	Lâmina da Salvação+1
3112	Lâmina da Salvação+2
3113	Lâmina da Salvação+3
3114	Lâmina da Salvação+4
3115	Lâmina da Salvação+5
3116	Lâmina da Salvação+6
3117	Lâmina da Salvação+7
3118	Lâmina da Salvação+8
3119	Lâmina da Salvação+9
3120	Matadora de Leões+0
3121	Matadora de Leões+1
3122	Matadora de Leões+2
3123	Matadora de Leões+3
3124	Matadora de Leões+4
3125	Matadora de Leões+5
3126	Matadora de Leões+6
3127	Matadora de Leões+7
3128	Matadora de Leões+8
3129	Matadora de Leões+9
3130	Partizan+0
3131	Partizan+1
3132	Partizan+2
3133	Partizan+3
3134	Partizan+4
3135	Partizan+5
3136	Partizan+6
3137	Partizan+7
3138	Partizan+8
3139	Partizan+9
3140	Lâmina Eletrificada+0
3141	Lâmina Eletrificada+1
3142	Lâmina Eletrificada+2
3143	Lâmina Eletrificada+3
3144	Lâmina Eletrificada+4
3145	Lâmina Eletrificada+5
3146	Lâmina Eletrificada+6
3147	Lâmina Eletrificada+7
3148	Lâmina Eletrificada+8
3149	Lâmina Eletrificada+9
3150	Usurpadora de Almas+0
3151	Usurpadora de Almas+1
3152	Usurpadora de Almas+2
3153	Usurpadora de Almas+3
3154	Usurpadora de Almas+4
3155	Usurpadora de Almas+5
3156	Usurpadora de Almas+6
3157	Usurpadora de Almas+7
3158	Usurpadora de Almas+8
3159	Usurpadora de Almas+9
3160	Espada Rancorosa+0
3161	Espada Rancorosa+1
3162	Espada Rancorosa+2
3163	Espada Rancorosa+3
3164	Espada Rancorosa+4
3165	Espada Rancorosa+5
3166	Espada Rancorosa+6
3167	Espada Rancorosa+7
3168	Espada Rancorosa+8
3169	Espada Rancorosa+9
3170	Anti Dragões Amarelos+0
3171	Anti Dragões Amarelos+1
3172	Anti Dragões Amarelos+2
3173	Anti Dragões Amarelos+3
3174	Anti Dragões Amarelos+4
3175	Anti Dragões Amarelos+5
3176	Anti Dragões Amarelos+6
3177	Anti Dragões Amarelos+7
3178	Anti Dragões Amarelos+8
3179	Anti Dragões Amarelos+9
3180	Anti Dragões Azuis+0
3181	Anti Dragões Azuis+1
3182	Anti Dragões Azuis+2
3183	Anti Dragões Azuis+3
3184	Anti Dragões Azuis+4
3185	Anti Dragões Azuis+5
3186	Anti Dragões Azuis+6
3187	Anti Dragões Azuis+7
3188	Anti Dragões Azuis+8
3189	Anti Dragões Azuis+9
3190	Espada Solar+0
3191	Espada Solar+1
3192	Espada Solar+2
3193	Espada Solar+3
3194	Espada Solar+4
3195	Espada Solar+5
3196	Espada Solar+6
3197	Espada Solar+7
3198	Espada Solar+8
3199	Espada Solar+9
3200	Deus Dragão+0
3201	Deus Dragão+1
3202	Deus Dragão+2
3203	Deus Dragão+3
3204	Deus Dragão+4
3205	Deus Dragão+5
3206	Deus Dragão+6
3207	Deus Dragão+7
3208	Deus Dragão+8
3209	Deus Dragão+9
3210	Ferro Vermelho+0
3211	Ferro Vermelho+1
3212	Ferro Vermelho+2
3213	Ferro Vermelho+3
3214	Ferro Vermelho+4
3215	Ferro Vermelho+5
3216	Ferro Vermelho+6
3217	Ferro Vermelho+7
3218	Ferro Vermelho+8
3219	Ferro Vermelho+9
4000	Amija+0
4001	Amija+1
4002	Amija+2
4003	Amija+3
4004	Amija+4
4005	Amija+5
4006	Amija+6
4007	Amija+7
4008	Amija+8
4009	Amija+9
4010	Nove Pontas+0
4011	Nove Pontas+1
4012	Nove Pontas+2
4013	Nove Pontas+3
4014	Nove Pontas+4
4015	Nove Pontas+5
4016	Nove Pontas+6
4017	Nove Pontas+7
4018	Nove Pontas+8
4019	Nove Pontas+9
4020	Faca Curta+0
4021	Faca Curta+1
4022	Faca Curta+2
4023	Faca Curta+3
4024	Faca Curta+4
4025	Faca Curta+5
4026	Faca Curta+6
4027	Faca Curta+7
4028	Faca Curta+8
4029	Faca Curta+9
4030	Luas Gêmeas+0
4031	Luas Gêmeas+1
4032	Luas Gêmeas+2
4033	Luas Gêmeas+3
4034	Luas Gêmeas+4
4035	Luas Gêmeas+5
4036	Luas Gêmeas+6
4037	Luas Gêmeas+7
4038	Luas Gêmeas+8
4039	Luas Gêmeas+9
4040	Faca Eclipse+0
4041	Faca Eclipse+1
4042	Faca Eclipse+2
4043	Faca Eclipse+3
4044	Faca Eclipse+4
4045	Faca Eclipse+5
4046	Faca Eclipse+6
4047	Faca Eclipse+7
4048	Faca Eclipse+8
4049	Faca Eclipse+9
5000	Sino de Cobre+0
5001	Sino de Cobre+1
5002	Sino de Cobre+2
5003	Sino de Cobre+3
5004	Sino de Cobre+4
5005	Sino de Cobre+5
5006	Sino de Cobre+6
5007	Sino de Cobre+7
5008	Sino de Cobre+8
5009	Sino de Cobre+9
5010	Sino de Prata+0
5011	Sino de Prata+1
5012	Sino de Prata+2
5013	Sino de Prata+3
5014	Sino de Prata+4
5015	Sino de Prata+5
5016	Sino de Prata+6
5017	Sino de Prata+7
5018	Sino de Prata+8
5019	Sino de Prata+9
5020	Sino Dourado+0
5021	Sino Dourado+1
5022	Sino Dourado+2
5023	Sino Dourado+3
5024	Sino Dourado+4
5025	Sino Dourado+5
5026	Sino Dourado+6
5027	Sino Dourado+7
5028	Sino Dourado+8
5029	Sino Dourado+9
5030	Sino de Jade+0
5031	Sino de Jade+1
5032	Sino de Jade+2
5033	Sino de Jade+3
5034	Sino de Jade+4
5035	Sino de Jade+5
